waterchicky,16-May-14,brisbane,4,Great Hotel - Very Modern - Great Location for airport,I stayed here just for a day. It is connected to terminal 3 and you dont even need to walk outside the airport to get into hotel. Very Modern hotel and all staff seemed friendly. The rooms are amazing. Big sunken bath and a rain shower as well. Rooms are very spacious. We took a cab to marina bay sands...
gankande,15-May-14,Colombo Sri Lanka,4,Convenient,We stayed here for a night. The reception will check you in on arrival if a room is available. Its a great place to break your journey if travelling with children: the hotel has a swimming pool and a play area (we did not have time to inspect the play area). There is the slide at Terminal 3 but if...
Adam S,14-May-14,Male,5,Excellent experience,I booked the room on my arrival at the Changi airport. Although check in time was the usual 12pm but the lovely staffed straight away gave me a room after noticing that i wasnt completely well. When i requested assistance in an emergency medical visit to the Raffles hospital at the airport friendly staffed pushed me on a wheelchair to...
Juha S,13-May-14,Helsinki Finland,3,Appropriate airport stay,Stayed here for one night after a long overnight flight before continuing my trip. Really appropriate stay. Its easy to get there since its linked to the terminal 3. Everything worked well staff was friendly and the room was comfortable. And I was happy to sleep in real bed after squirming the whole night in the planes economy seat. I...
2TravellerNow,11-May-14,London United Kingdom,4,An Excellent Airport Hotel with Ready Access to Changi and Singapore.,The Crowne Plaza is an excellent hotel for an overnight stay at Changi Airport. It is very readily available when in Transit (see below for details). It is also very convenient for going into Singapore as the MRT is located below the hotel. The train takes about 30 minutes (18 km) and its easy to buy tickets. [NB. Day tickets...
Textbooks,11-May-14,Auckland Auckland New Zealand,5,Check-in at the door step,My first impression of the hotel is that it is a very beautiful hotel. The decor throughout the lobby and restaurant bar areas was very impressive. All the staff were very friendly and extremely polite and respectful which I have never found at any other hotels during my travels. The room was very spacious and clean and had a nice...
David S,10-May-14,London United Kingdom,5,You couldnt ask for anything better,Fantastic location for anyone overnighting between flights in and out of Changi Airport. You dont even have to leave the airport simply use the free skytrain to get from terminal 1 to terminal 3 and back again. The hotel entrance is right there by the station exit into the terminal building. The rooms are great and we could even enjoy...
boeing77w,10-May-14,Singapore Singapore,5,Excellent hotel even for short stays,Booked a king premier room for a night and was initially given a room on the 7th floor because I checked in earlier than 2pm. Since I requested a room with runway view and the rooms were not ready yet I walked around the airport to kill time. I received a call at 2pm telling me that my room was...
ericvietnam,10-May-14,Ho Chi Minh City Vietnam,1,good hotel...if you dont want to sleep,I stayed there on April 29th for a very short night. By definition an airport hotel is typically the kind of hotel you pick when you have very limited time between two planes. So I went to bed around midnight and ask for breakfast between 6:00 and 6:30 (the proposed choice on the breakfast menu). I filled all the boxes...
Gillian B,07-May-14,null,5,Great place to stay,We stayed here as a stopover to Europe and on return to Australia. The rooms are wonderful. Although the rooms are close to the runways the noise was minimal. The only downturn was the price of dinner at the restaurant. This wasnt a real problem as there are plenty of eateries in the airport. The check in staff and porters...
deathracer,05-May-14,Montreal Canada,5,Perfect stop-over hotel at Changi,One night in the Crowne Plaza Changi AirportLocation is excellent right in the terminal and airport trainMy room was excellent with every feature you could imagineRoom was very sound-proof and the bed was super comfortableInternet was fastTV picture was not HD and not great quality considering it was a flat screenBuffet breakfast was excellent...
Jill_and_Steve_Corv,05-May-14,null,5,Stunning luxury and surprisingly quiet,After flying separately on two long flights my husband and I met up at this wonderful hotel before our flight out the next morning. The hotel was superb in every way - free wifi/internet luxurious baths (2 in our suite which was wonderful and a bit unexpected) beautifully appointed. I wish we could have stayed a bit longer!
SqTraveler,04-May-14,Canada,4,Best choice if you have an early morning flight!,We had an early morning flight out of Changi Airport and chose this hotel as it is connected to the airport`s Terminal 3 where our flight was departing from. While we found the cost considerably more expensive than other nearby airport hotels the time saved and convenience made the extra cost worthwhile.The hotel is designed in such a way...
worldtravel074,03-May-14,s-Gravenzande The Netherlands,4,Efficient friendly and easy,After a long intercontinental flight and leaving the next morning it is ideal to have your hotel close to the airport (in fact it is IN the airport). Staff was very efficient rooms modern and spacious and at last... enough space to put your luggage. Diner and breakfast was sufficient. If we ever come back to Singapore we will choose...
